Sl no.,District Name,State,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
269,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,800,600,17-Jan-25
270,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1600,1200,23-Aug-24
271,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1000,800,04-Mar-25
272,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,600,2000,1600,12-Sep-24
273,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1400,1200,06-Apr-24
274,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1000,800,25-Feb-25
275,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1600,1300,29-Apr-24
276,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1200,1000,15-Apr-25
277,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,800,2600,2200,04-Dec-24
278,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1200,1000,07-Jan-25
279,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,1200,5200,4000,14-Oct-24
280,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,2400,2000,24-May-24
281,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,800,700,28-Mar-25
282,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,600,3600,2800,21-Sep-24
283,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,1200,5600,4500,06-Oct-24
284,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,3400,2800,20-Sep-24
285,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1000,800,09-Mar-25
286,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,1000,6800,5000,19-Jun-24
287,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,2800,2000,05-Nov-24
288,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,2400,2000,08-Nov-24
289,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,800,700,14-Mar-25
290,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,600,2400,2000,29-May-24
291,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,1200,4000,3200,28-Jun-24
292,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,1200,5200,4000,14-Jul-24
293,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,600,3200,2200,24-Oct-24
294,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,600,800,700,15-Mar-25
295,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1000,800,21-Feb-25
296,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1000,800,03-Mar-25
297,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,800,3000,2400,20-Nov-24
298,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,800,1600,1400,21-Apr-24
299,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1000,700,21-Jan-25
300,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1200,1000,15-Jan-25
301,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,800,700,18-Jan-25
302,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1200,1000,01-Apr-25
303,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,2000,1600,10-Nov-24
304,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,800,700,17-Feb-25
305,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,800,2000,1700,11-Aug-24
306,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1800,1400,02-Sep-24
307,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,800,2800,2200,23-Nov-24
308,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1000,800,09-Apr-25
309,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,4000,3500,26-Sep-24
310,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,800,700,09-Feb-25
311,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1000,800,13-Apr-25
312,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,1200,4200,3200,23-Jul-24
313,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,800,700,08-Feb-25
314,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,600,2800,2200,19-Nov-24
315,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1200,1000,17-Dec-24
316,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,1200,4000,3000,29-Jun-24
317,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,600,3600,2800,04-Jun-24
318,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,800,700,12-Mar-25
319,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,800,3000,2200,26-May-24
320,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,800,700,22-Mar-25
321,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,800,3600,2800,13-Jun-24
322,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,1200,4800,4000,20-Jul-24
323,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,800,700,19-Jan-25
324,Hyderabad,Telangana,Bowenpally,Tomato,Deshi,FAQ,400,1400,1200,07-Apr-24
325,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,400,1205,862,28-Jun-24
326,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,400,1231,600,16-May-24
327,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,400,1500,1117,24-Jun-24
328,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,450,1000,725,04-Jun-24
329,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,450,2683,624,07-Jun-24
330,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,500,700,524,17-May-24
331,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,500,1000,581,08-Jun-24
332,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,500,1000,615,06-Jun-24
333,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,500,1000,718,05-Jun-24
334,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,500,1211,1067,19-Jun-24
335,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,500,1274,1025,18-Jun-24
336,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,589,1338,1338,25-Jun-24
337,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,590,1300,1231,10-Apr-25
338,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,600,800,720,12-Jun-24
339,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,600,900,738,23-May-24
340,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,600,900,750,10-Jun-24
341,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,600,906,679,11-Jun-24
342,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,600,1000,800,18-May-24
343,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,600,1029,680,13-Jun-24
344,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,600,1050,850,20-May-24
345,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,600,1100,720,15-Jun-24
346,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,600,1130,750,22-May-24
347,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,600,1330,611,15-May-24
348,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,650,1050,1000,18-Mar-25
349,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,650,1200,850,28-May-24
350,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,650,1226,882,27-May-24
351,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,660,1093,990,17-Mar-25
352,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,671,1600,1374,18-Apr-25
353,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,682,1108,921,15-Mar-25
354,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,700,1000,900,17-Jun-24
355,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,700,1104,1104,27-Jun-24
356,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,700,1126,1126,14-Mar-25
357,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,739,1227,1227,09-Apr-25
358,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,745,3340,1700,26-Aug-24
359,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,748,1200,1163,01-Apr-25
360,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,750,1600,1520,05-Apr-24
361,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,750,1800,1341,26-Jun-24
362,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,750,2589,2218,31-Aug-24
363,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,750,3500,2600,27-Aug-24
364,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,775,1100,950,12-Mar-25
365,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,793,1290,1290,08-Apr-25
366,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,1100,923,11-Mar-25
367,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,1100,933,24-Mar-25
368,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,1400,1250,13-Jan-25
369,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,1411,1000,14-May-24
370,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,1417,1417,09-Apr-24
371,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,1595,1595,04-Apr-24
372,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,1818,1818,10-Apr-24
373,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,2137,1600,22-Aug-24
374,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,2267,2267,30-Aug-24
375,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,2620,2300,29-Aug-24
376,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,800,2756,1980,28-Aug-24
377,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,850,2198,2198,15-Apr-24
378,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,858,1284,1200,21-Feb-25
379,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,858,1284,1200,22-Feb-25
380,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,873,1300,1300,20-Feb-25
381,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,891,2669,1904,03-Sep-24
382,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,898,1650,1522,03-Jan-25
383,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,900,1100,1059,29-Mar-25
384,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,900,1166,1071,30-Jan-25
385,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,900,1168,905,10-Mar-25
386,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,900,1200,1154,31-Mar-25
387,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,900,1200,1200,08-Mar-25
388,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,900,1729,950,17-Apr-25
389,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,900,2300,2300,06-Jan-25
390,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,900,2650,1850,05-Sep-24
391,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,900,2700,1800,04-Sep-24
392,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,905,1377,1100,10-Feb-25
393,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,921,2372,1891,13-Sep-24
394,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,933,1100,933,25-Mar-25
395,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,934,1118,946,03-Feb-25
396,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,944,3114,1790,21-Aug-24
397,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,950,1100,991,24-Jan-25
398,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,950,1126,1126,04-Apr-25
399,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,950,2300,1850,14-Sep-24
400,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,950,2434,2350,12-Sep-24
401,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,950,3431,3295,21-Sep-24
402,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,956,1100,1005,26-Mar-25
403,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,964,1500,990,22-Mar-25
404,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,975,1159,1005,01-Feb-25
405,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,1068,1050,13-Feb-25
406,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,1108,1045,27-Mar-25
407,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,1160,1046,27-Jan-25
408,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,1215,1136,25-Jan-25
409,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,1230,1120,24-Feb-25
410,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,1327,1276,04-Feb-25
411,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,1400,1300,05-Feb-25
412,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,1695,1472,21-Jun-24
413,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,1800,1744,20-Jun-24
414,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,2472,2472,02-Jul-24
415,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,2560,1754,09-Sep-24
416,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,2700,2300,11-Sep-24
417,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,2723,2368,10-Sep-24
418,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1000,3460,2200,17-Sep-24
419,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1006,2056,2056,16-Apr-24
420,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1011,1400,1290,07-Apr-25
421,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1050,1200,1050,03-Apr-25
422,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1050,1200,1050,14-Feb-25
423,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1050,1200,1126,02-Apr-25
424,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1050,1263,1263,28-Jan-25
425,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1050,1300,1257,21-Mar-25
426,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1050,1325,1161,29-Jan-25
427,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1050,1400,1220,26-Feb-25
428,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1050,1800,1457,22-Jun-24
429,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1064,1666,1483,16-Apr-25
430,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1086,2280,1100,11-May-24
431,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1089,1552,1552,03-Apr-24
432,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1100,1200,1194,12-Feb-25
433,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1100,1219,1213,04-Mar-25
434,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1100,1300,1223,11-Feb-25
435,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1100,1379,1200,05-Mar-25
436,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1100,1444,1150,21-Jan-25
437,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1100,1500,1400,08-Feb-25
438,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1100,2500,1120,07-Sep-24
439,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1100,2500,1800,16-Sep-24
440,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1100,2700,2000,02-Sep-24
441,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1117,3700,3155,17-Aug-24
442,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1127,1265,1150,08-Jan-25
443,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1136,1343,1200,06-Mar-25
444,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1150,1400,1150,07-Jan-25
445,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1150,1400,1304,18-Feb-25
446,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1150,2850,2000,06-Sep-24
447,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1199,1234,1199,11-Apr-25
448,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,1271,1271,07-Mar-25
449,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,1373,1241,14-Jan-25
450,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,1400,1331,07-Feb-25
451,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,1401,1300,09-Jan-25
452,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,1500,1200,29-May-24
453,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,1600,1600,19-Mar-25
454,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,1700,1500,06-Apr-24
455,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,1804,1800,15-Apr-25
456,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,2100,2100,13-May-24
457,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,2100,2100,18-Apr-24
458,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1200,2600,2350,28-Dec-24
459,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1204,2149,2149,17-Apr-24
460,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1204,2538,2538,27-Apr-24
461,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1228,1941,1500,04-Jan-25
462,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1250,1750,1600,08-Apr-24
463,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1258,1458,1400,22-Jan-25
464,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1290,1300,1290,20-Mar-25
465,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,1400,1400,16-Jan-25
466,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,1500,1500,20-Jan-25
467,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,1554,1554,18-Jan-25
468,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,1800,1500,10-May-24
469,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,2226,1609,08-May-24
470,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,2500,2500,31-Dec-24
471,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,2648,2550,27-Dec-24
472,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,2664,2664,25-Dec-24
473,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,3200,3200,08-Aug-24
474,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,3400,3201,09-Aug-24
475,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1300,3810,3421,10-Aug-24
476,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1325,1541,1541,17-Jan-25
477,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1350,2054,2054,11-Apr-24
478,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1350,4855,4150,28-Sep-24
479,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1380,1400,1380,15-Jan-25
480,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1390,3750,3038,12-Aug-24
481,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1400,2100,1600,09-May-24
482,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1400,2600,2000,16-Dec-24
483,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1400,2800,2600,01-Jan-25
484,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1400,2851,2603,13-Nov-24
485,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1400,2880,2182,13-Dec-24
486,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1400,3750,2893,23-Sep-24
487,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1400,4200,4000,30-Sep-24
488,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1400,4365,3553,18-Sep-24
489,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1433,3750,3208,05-Aug-24
490,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1450,3500,2549,13-Aug-24
491,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1450,3500,2549,19-Aug-24
492,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1453,3500,2730,06-Aug-24
493,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1493,3681,2100,07-Aug-24
494,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1500,2050,1850,30-May-24
495,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1500,2594,2594,01-May-24
496,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1500,2600,1600,06-May-24
497,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1500,2600,2000,06-Jul-24
498,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1500,3429,2910,26-Nov-24
499,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1500,3500,3324,25-Nov-24
500,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1500,3716,3099,20-Sep-24
501,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1500,4000,3359,01-Aug-24
502,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1500,4000,3500,29-Jul-24
503,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1500,4149,3998,24-Sep-24
504,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1600,2900,2200,17-Dec-24
505,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1600,3000,2700,04-May-24
506,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1600,3003,2612,14-Nov-24
507,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1600,3500,2500,15-Aug-24
508,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1600,3800,3549,22-Nov-24
509,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1620,2700,1900,26-Dec-24
510,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1621,3333,2900,27-Nov-24
511,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1625,2000,1700,03-Jun-24
512,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1650,2178,2178,19-Apr-24
513,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1650,4000,3750,26-Jul-24
514,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1650,4575,3214,20-Nov-24
515,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1670,4307,3700,04-Aug-24
516,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1683,2578,2578,19-Dec-24
517,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1700,2050,1700,31-May-24
518,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1700,2549,2400,05-Jul-24
519,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1700,2800,2800,04-Jul-24
520,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1700,3000,2688,20-Dec-24
521,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1700,3028,2779,18-Dec-24
522,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1700,3600,3374,30-Jul-24
523,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1700,3677,3677,23-Nov-24
524,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1700,3800,3300,02-Dec-24
525,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1749,3993,3748,27-Jul-24
526,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1750,3597,3348,21-Nov-24
527,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1800,2100,2100,22-Apr-24
528,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1800,2300,2000,07-May-24
529,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1800,2640,2367,21-Dec-24
530,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1800,2700,2200,23-Dec-24
531,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1800,2924,2449,03-Jul-24
532,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1800,4100,3600,10-Dec-24
533,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1800,4583,3820,19-Sep-24
534,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1800,4690,3501,11-Nov-24
535,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1800,4850,3450,12-Nov-24
536,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1817,2113,2113,20-Apr-24
537,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1826,4750,3498,09-Nov-24
538,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1842,3164,3164,24-Dec-24
539,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1850,2205,2205,12-Apr-24
540,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1850,6367,6139,05-Oct-24
541,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1869,3050,2952,07-Nov-24
542,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1876,3360,2790,12-Dec-24
543,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1900,2300,2000,13-Apr-24
544,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1900,4033,3602,07-Dec-24
545,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1900,4300,3100,09-Dec-24
546,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1900,5100,4400,17-Oct-24
547,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1950,4375,3600,06-Dec-24
548,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1950,5192,4450,16-Oct-24
549,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,1970,4200,2670,16-Nov-24
550,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,2000,2200,2100,03-May-24
551,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,2000,3300,3100,30-Nov-24
552,kapurthala,Punjab,Phagwara,Tomato,Other,FAQ,2000,3302,3250,29-Nov-24
